rig,scale,N,drive,steps,dt_s,end_energy_J,probe_settling_db,settling_signal_kind,witness_file,definition,source_end_definition,post_source_start_step,post_source_start_s,post_source_peak_energy_J,end_vs_post_peak_db,last_5pct_max_energy_J,last_5pct_vs_post_peak_db,status,reason
msl,0,4,two_port/0,25177,9.53287434765503e-14,7.335967065786846e-29,-105.08470079040069,field probes,raw/msl/0_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,8.521464824814623e-25,-40.650568827040246,1.443294066994982e-28,-37.711594292867716,below -40 dB,
msl,0,4,two_port/1,25177,9.53287434765503e-14,1.460889784264079e-29,-101.5695007978225,field probes,raw/msl/0_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.5582991808654695e-26,-32.43333879628986,1.6133134472041304e-29,-32.002325780483446,truncation-suspect,
msl,0,4,one_port/0,25177,9.53287434765503e-14,7.686945529586438e-29,-104.2930590617755,field probes,raw/msl/0_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,6.503441286199623e-25,-39.27389420109739,1.4748657162027004e-28,-36.44390743334321,truncation-suspect,
msl,0.01,4,two_port/0,25177,9.53287434765503e-14,5.325875379129098e-27,-93.02385203525648,field probes,raw/msl/0.01_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,7.632835694834178e-25,-21.562949137097313,5.428858705115372e-27,-21.479773752348738,truncation-suspect,
msl,0.01,4,two_port/1,25177,9.53287434765503e-14,5.2121942826737305e-27,-90.5994322153683,field probes,raw/msl/0.01_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.645014869946285e-26,-7.054075224144904,5.259372632963418e-27,-7.014941757307901,truncation-suspect,
msl,0.01,4,one_port/0,25177,9.53287434765503e-14,9.819829140968597e-27,-92.14050407097523,field probes,raw/msl/0.01_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,5.437617726650369e-25,-17.4330474132398,9.957267353659959e-27,-17.372685045812023,truncation-suspect,
msl,0.03,4,two_port/0,25177,9.53287434765503e-14,3.181252931031583e-25,-76.48481886318939,field probes,raw/msl/0.03_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,5.59720773904304e-25,-2.4537322612688235,3.2710948204130065e-25,-2.332782925837159,truncation-suspect,
msl,0.03,4,two_port/1,25177,9.53287434765503e-14,3.167110627153233e-25,-75.06644153251332,field probes,raw/msl/0.03_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,4.131105802385263e-25,-1.1540308436147066,3.2565864357708277e-25,-1.033037082673525,truncation-suspect,
msl,0.03,4,one_port/0,25177,9.53287434765503e-14,5.906194694856795e-25,-75.7643218187105,field probes,raw/msl/0.03_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,9.048736495635952e-25,-1.8528018232151555,6.069256188270504e-25,-1.7345247169160962,truncation-suspect,
msl,0.1,4,two_port/0,25177,9.53287434765503e-14,1.3174310805353806e-23,-60.737578137327674,field probes,raw/msl/0.1_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.746229756957477e-23,-4.5386650421287165,1.475015907114593e-23,-4.047977052851637,truncation-suspect,
msl,0.1,4,two_port/1,25177,9.53287434765503e-14,1.2982484287892117e-23,-59.674259525222375,field probes,raw/msl/0.1_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.879384744593353e-23,-4.7540504797080345,1.4540268427815585e-23,-4.261904295263656,truncation-suspect,
msl,0.1,4,one_port/0,25177,9.53287434765503e-14,2.5050055586517958e-23,-59.7529160018832,field probes,raw/msl/0.1_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,7.002086535834021e-23,-4.464187798129993,2.801044703769887e-23,-3.979074336457853,truncation-suspect,
msl,0.3,4,two_port/0,25177,9.53287434765503e-14,3.789495306620867e-24,-63.647736081551784,field probes,raw/msl/0.3_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.2461758655859793e-21,-25.1699796259617,3.789495306620867e-24,-25.1699796259617,truncation-suspect,
msl,0.3,4,two_port/1,25177,9.53287434765503e-14,3.1968680875237867e-24,-68.12282717824746,field probes,raw/msl/0.3_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.234023419164839e-21,-25.865986854363122,3.1968680875237867e-24,-25.865986854363122,truncation-suspect,
msl,0.3,4,one_port/0,25177,9.53287434765503e-14,5.6506532625869895e-24,-62.586812537313286,field probes,raw/msl/0.3_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.443920669814084e-21,-26.359884457261806,5.6506532625869895e-24,-26.359884457261806,truncation-suspect,
msl,1,4,two_port/0,25177,9.53287434765503e-14,1.5139583223125285e-21,-33.41166508411223,field probes,raw/msl/1_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.0497084339804877e-20,-8.409547669399362,2.347262918870772e-21,-6.505069485870225,truncation-suspect,
msl,1,4,two_port/1,25177,9.53287434765503e-14,1.225964466644199e-21,-33.16233112266713,field probes,raw/msl/1_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.0296773345628499e-20,-9.242232703081417,1.9785406984767245e-21,-7.163561649728127,truncation-suspect,
msl,1,4,one_port/0,25177,9.53287434765503e-14,2.743709624224376e-21,-32.7357529199936,field probes,raw/msl/1_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.0135792695088394e-20,-8.656305846929182,4.401442579678865e-21,-6.603736908401293,truncation-suspect,
msl,3,4,two_port/0,25177,9.53287434765503e-14,5.851429608966802e-21,-27.862620173362245,field probes,raw/msl/3_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.8265911828976287e-19,-16.840010149514583,8.154900624934672e-21,-15.398443267858433,truncation-suspect,
msl,3,4,two_port/1,25177,9.53287434765503e-14,5.9706611511384285e-21,-26.80690187859649,field probes,raw/msl/3_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.9267830785866795e-19,-15.088103989313568,8.116931903907494e-21,-13.75440921076471,truncation-suspect,
msl,3,4,one_port/0,25177,9.53287434765503e-14,5.931498915116088e-21,-29.991037522649705,field probes,raw/msl/3_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,5.376662607861257e-19,-19.573483295190734,7.432376131328075e-21,-18.593851048784646,truncation-suspect,
msl,0,8,two_port/0,25177,9.53287434765503e-14,8.338517725702102e-24,-82.2380076949821,field probes,raw/msl/0_8/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.153256955432801e-21,-24.1200700244309,1.4747118801217208e-23,-21.64388679851689,truncation-suspect,
msl,0,8,two_port/1,25177,9.53287434765503e-14,7.781863549959232e-24,-81.54673407310057,field probes,raw/msl/0_8/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.0831150600589794e-21,-21.435909830217376,1.4068616381192994e-23,-18.864232068911797,truncation-suspect,
msl,0,8,one_port/0,25177,9.53287434765503e-14,5.367125214767432e-24,-80.93861509696198,field probes,raw/msl/0_8/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.3450645404128052e-21,-23.990013961748108,8.986868304206958e-24,-21.751347461705386,truncation-suspect,
msl,0.01,8,two_port/0,25177,9.53287434765503e-14,7.543787695346246e-24,-82.67061034079379,field probes,raw/msl/0.01_8/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.058318795045126e-21,-24.359231821591752,1.32695744371292e-23,-21.9065564470584,truncation-suspect,
msl,0.01,8,two_port/1,25177,9.53287434765503e-14,6.673764047030665e-24,-81.71760096259567,field probes,raw/msl/0.01_8/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.0310347912624248e-21,-21.889024723981198,1.2217327075151187e-23,-19.262971196629383,truncation-suspect,
msl,0.01,8,one_port/0,25177,9.53287434765503e-14,4.936415049125812e-24,-81.31308605934917,field probes,raw/msl/0.01_8/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.2857508841210298e-21,-24.157451639960392,8.18660204801826e-24,-21.96053151845951,truncation-suspect,
msl,0.03,8,two_port/0,25177,9.53287434765503e-14,6.133820311843091e-24,-83.8820749752696,field probes,raw/msl/0.03_8/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.881550540480614e-21,-24.8678483910632,1.0707745491980344e-23,-22.44817848361823,truncation-suspect,
msl,0.03,8,two_port/1,25177,9.53287434765503e-14,4.91144957362783e-24,-82.82528219140389,field probes,raw/msl/0.03_8/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,9.347368113789916e-22,-22.794796567555025,9.20633493006578e-24,-20.066025755653214,truncation-suspect,
msl,0.03,8,one_port/0,25177,9.53287434765503e-14,4.1549138217200595e-24,-82.46722741292419,field probes,raw/msl/0.03_8/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.1753515548620024e-21,-24.516057657979843,6.782888753771698e-24,-22.387530919277957,truncation-suspect,
msl,0.1,8,two_port/0,25177,9.53287434765503e-14,3.0170070122724908e-24,-92.39437948642644,field probes,raw/msl/0.1_8/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.387872146854383e-21,-26.627731404300377,5.142785006236155e-24,-24.31151090963833,truncation-suspect,
msl,0.1,8,two_port/1,25177,9.53287434765503e-14,1.814433527334656e-24,-93.30460736026373,field probes,raw/msl/0.1_8/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,6.721587666558858e-22,-25.687308050717988,3.54561422460636e-24,-22.777803862511732,truncation-suspect,
msl,0.1,8,one_port/0,25177,9.53287434765503e-14,2.3288449904638463e-24,-92.58815997253873,field probes,raw/msl/0.1_8/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,8.676883297353135e-22,-25.712231737470084,3.611680536557714e-24,-23.806544275470763,truncation-suspect,
msl,0.3,8,two_port/0,25177,9.53287434765503e-14,1.1346938775882167e-24,-74.5035667602605,field probes,raw/msl/0.3_8/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,6.164289370109656e-22,-27.35004306034101,1.9878174629084084e-24,-24.91506516057353,truncation-suspect,
msl,0.3,8,two_port/1,25177,9.53287434765503e-14,8.927909629011644e-25,-76.7313760405054,field probes,raw/msl/0.3_8/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.011184059166429e-22,-25.27987517096029,1.572718262935433e-24,-22.820863726618082,truncation-suspect,
msl,0.3,8,one_port/0,25177,9.53287434765503e-14,1.9436889783007976e-24,-72.70474619029983,field probes,raw/msl/0.3_8/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.985148840769272e-22,-23.11817774436504,3.28159352368156e-24,-20.843597605066044,truncation-suspect,
msl,1,8,two_port/0,25177,9.53287434765503e-14,1.1422514056628101e-22,-59.03379722705651,field probes,raw/msl/1_8/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.3790976154511735e-22,-0.818333063734292,1.1422514056628101e-22,-0.818333063734292,truncation-suspect,
msl,1,8,two_port/1,25177,9.53287434765503e-14,1.188531918597082e-22,-53.84450659235563,field probes,raw/msl/1_8/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.5283710508646316e-22,-1.0921795364053037,1.188531918597082e-22,-1.0921795364053037,truncation-suspect,
msl,1,8,one_port/0,25177,9.53287434765503e-14,2.0121814635205955e-22,-57.21699326960541,field probes,raw/msl/1_8/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.9108929537331885e-22,-1.6035909091990908,2.0121814635205955e-22,-1.6035909091990908,truncation-suspect,
msl,3,8,two_port/0,25177,9.53287434765503e-14,1.516775401403058e-21,-39.83539316467835,field probes,raw/msl/3_8/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.3297056785967064e-20,-9.428342466465535,4.9136535752663705e-21,-4.323509890553988,truncation-suspect,
msl,3,8,two_port/1,25177,9.53287434765503e-14,1.5285281919569516e-21,-43.825161545871595,field probes,raw/msl/3_8/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.2745771603856015e-20,-9.2109267873014,4.674708642060434e-21,-4.356115839080646,truncation-suspect,
msl,3,8,one_port/0,25177,9.53287434765503e-14,3.3252276922687413e-21,-37.30184442810203,field probes,raw/msl/3_8/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.4592645066698375e-20,-8.689838532582598,1.0053625058596957e-20,-3.8848255732748416,truncation-suspect,
msl,0,16,two_port/0,25177,9.53287434765503e-14,2.4064178247939808e-23,-88.93898191370141,field probes,raw/msl/0_16/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,5.694338801796319e-22,-13.740722674095663,2.774030004298412e-23,-13.123321490819343,truncation-suspect,
msl,0,16,two_port/1,25177,9.53287434765503e-14,1.9017011466455945e-23,-88.13500285451346,field probes,raw/msl/0_16/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,4.459466795489403e-22,-13.70140666229112,2.3192433305129035e-23,-12.839366182187351,truncation-suspect,
msl,0,16,one_port/0,25177,9.53287434765503e-14,1.7947183550344176e-23,-86.77104604106697,field probes,raw/msl/0_16/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,4.317453152323385e-22,-13.812313293635935,2.0083819623022528e-23,-13.323813216065851,truncation-suspect,
msl,0.01,16,two_port/0,25177,9.53287434765503e-14,2.0572162388677785e-23,-89.24112105586019,field probes,raw/msl/0.01_16/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,5.350499450541702e-22,-14.15114379980153,2.403905145038671e-23,-13.474769968200444,truncation-suspect,
msl,0.01,16,two_port/1,25177,9.53287434765503e-14,1.61703879573042e-23,-88.75027449659271,field probes,raw/msl/0.01_16/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,4.1927007955055616e-22,-14.137734313170887,1.99689993405458e-23,-13.221375682317165,truncation-suspect,
msl,0.01,16,one_port/0,25177,9.53287434765503e-14,1.5351064399367172e-23,-87.29497995590319,field probes,raw/msl/0.01_16/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,4.055311518074822e-22,-14.218857275497061,1.7438196294799285e-23,-13.665226591231336,truncation-suspect,
msl,0.03,16,two_port/0,25177,9.53287434765503e-14,1.5068418692470105e-23,-90.15086902353603,field probes,raw/msl/0.03_16/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,4.721700821127185e-22,-14.960307865753787,1.8089519301195014e-23,-14.16671439259126,truncation-suspect,
msl,0.03,16,two_port/1,25177,9.53287434765503e-14,1.1725850953980392e-23,-89.86418850976904,field probes,raw/msl/0.03_16/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.7045988533074505e-22,-14.995968183487687,1.4841479187256124e-23,-13.972640005742063,truncation-suspect,
msl,0.03,16,one_port/0,25177,9.53287434765503e-14,1.12543046147191e-23,-88.46164966956933,field probes,raw/msl/0.03_16/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.576082430903147e-22,-15.020888551827575,1.3169205297575215e-23,-14.338479529646,truncation-suspect,
msl,0.1,16,two_port/0,25177,9.53287434765503e-14,5.1382222347603564e-24,-95.54550219317926,field probes,raw/msl/0.1_16/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.0644749580843465e-22,-17.755431926512586,6.76999324455405e-24,-16.55767841462029,truncation-suspect,
msl,0.1,16,two_port/1,25177,9.53287434765503e-14,3.867311701755488e-24,-94.9570827560126,field probes,raw/msl/0.1_16/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.418260551801957e-22,-17.960939142251984,5.3325632463574366e-24,-16.565670763833044,truncation-suspect,
msl,0.1,16,one_port/0,25177,9.53287434765503e-14,3.847000900028763e-24,-95.41756636296603,field probes,raw/msl/0.1_16/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,2.3155359682482907e-22,-17.795292435587143,4.980135298214971e-24,-16.674103898220473,truncation-suspect,
msl,0.3,16,two_port/0,25177,9.53287434765503e-14,3.819208689388341e-25,-89.95541329569213,field probes,raw/msl/0.3_16/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,9.237530276790564e-23,-23.835824850802396,5.762794573429588e-25,-22.049227362979078,truncation-suspect,
msl,0.3,16,two_port/1,25177,9.53287434765503e-14,2.8735986571095855e-25,-92.67076812300328,field probes,raw/msl/0.3_16/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,7.722185275846176e-23,-24.293141052646817,4.34277000224577e-25,-22.499733880273915,truncation-suspect,
msl,0.3,16,one_port/0,25177,9.53287434765503e-14,4.26020190344855e-25,-89.46411864822524,field probes,raw/msl/0.3_16/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,7.086677037333956e-23,-22.21012458937865,5.950119949173698e-25,-20.759169202053407,truncation-suspect,
msl,1,16,two_port/0,25177,9.53287434765503e-14,2.0121482505043335e-25,-87.17115752338471,field probes,raw/msl/1_16/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.1542678240648978e-23,-17.58646614206234,2.7171367247251486e-25,-16.281950971869556,truncation-suspect,
msl,1,16,two_port/1,25177,9.53287434765503e-14,1.991677803051914e-25,-91.80029880057397,field probes,raw/msl/1_16/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.03313389297315e-23,-21.826724987403367,2.6862185541401755e-25,-20.52750237468798,truncation-suspect,
msl,1,16,one_port/0,25177,9.53287434765503e-14,3.7004962165090585e-25,-86.24433175459555,field probes,raw/msl/1_16/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,3.298619666371126e-23,-19.500722794011796,5.009364369690446e-25,-18.185496214876643,truncation-suspect,
msl,3,16,two_port/0,25177,9.53287434765503e-14,1.0139108420479553e-25,-78.18135543648917,field probes,raw/msl/3_16/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,1.9229358622645148e-23,-22.77965031873295,1.2005210660776761e-25,-22.045950137733698,truncation-suspect,
